Listing_ID;Layout;Condition;Floor_Space;Price;Fees;Refundable_security_deposit;Town;Metropolitan_district;Street;Ownership_Type;Building_Type;PENB;Furnishing_and_Fittings;Floor;Balcony;Terrace;Cellar;Loggia;Parking;Lift;Garage;New_building;Available_from;Heating;Total_number_of_floors;Renovation;Design;Age
681975;3 bedroom;Excellent;69 m²;CZK 16,800;CZK 2,700;CZK 19,700;Prague;Záběhlice;Trenčínská;Personal;Brick building;G;Partially furnished;2;Yes;No;No;No;No;No;No;;01. 09. 2021;District heating;Middle floor;Interior;Standard materials and solutions;30 to 50 years years
386327;2 bedroom;;44 m²;CZK 9,500;CZK 3,150;CZK 19,000;Nové Sady u Olomouce;Olomoucký Region;Zikova;Personal;Prefab concrete building;;Furnished;4;No;No;Yes;No;No;Yes;No;;01. 01. 2022;District heating;;Bathroom unit;;
455360;4 bedroom with open-plan kitchen;;142 m²;CZK 30,000;CZK 12,000;CZK 58,000;Prague;Hrdlořezy;Mezilehlá;Personal;Brick building;B;Furnished;4;No;Yes;No;No;No;No;No;;;Central heating;Top floor;;Premium materials and solutions;1 to 10 years years
625395;1 bedroom;Excellent;24 m²;CZK 9,900;;CZK 9,900;Střešovice;;Prague;Personal;Brick building;C;;;No;No;No;No;No;No;No;;20. 09. 2020;;;;;;40 m²
580664;2 bedroom;Excellent;49 m²;CZK 5,000;CZK 3,700;CZK 14,000;Meziboří u Litvínova;Ústecký Region;Prokopa Holého;Personal;Brick building;G;Furnished;3;Yes;No;No;No;No;No;No;;12. 11. 2021;District heating;Top floor;;Standard materials and solutions;30 to 50 years years
685818;Studio;Good;46 m²;CZK 12,000;CZK 2,500;CZK 29,000;Pardubice;Pardubický Region;Hronovická;Personal;Brick building;C;Furnished;1;No;No;Yes;No;Yes;No;No;;01. 10. 2021;Gas boiler;Raised ground floor;Overall;Standard materials and solutions;;130 m²
686204;2 bedroom;Excellent;58 m²;CZK 6,500;CZK 4,400;CZK 20,000;Havířov-město;Moravskoslezský Region;Vardasova;Personal;Prefab concrete building;A;Furnished;4;No;No;No;No;No;Yes;No;;01. 01. 2022;;;;;
686197;2 bedroom;Good;58 m²;CZK 9,500;CZK 3,500;CZK 20,000;Chrudim;Pardubický Region;Škroupova;Personal;Brick building;E;Partially furnished;5;No;No;Yes;No;Yes;No;No;;04. 10. 2021;;;;;
495137;1 bedroom with open-plan kitchen;;60 m²;CZK 11,000;CZK 3,000;CZK 28,000;Hradec Králové;Královéhradecký Region;Tomkova;Personal;Brick building;;Partially furnished;2;Yes;No;No;No;No;No;No;;;;;;;;200 m²
686692;1 bedroom with open-plan kitchen;Excellent;44 m²;CZK 11,500;CZK 3,000;CZK 14,500;Prague;Modřany;Krouzova;Cooperative;Prefab concrete building;G;Unfurnished;8;No;No;Yes;No;No;Yes;No;;10. 10. 2021;District heating;Middle floor;Overall;;
450921;1 bedroom with open-plan kitchen;;50 m²;CZK 12,900;CZK 2,400;CZK 15,000;Prague;Braník;Roškotova;Personal;Prefab concrete building;;Furnished;1;No;No;Yes;No;Yes;Yes;No;;01. 01. 2022;Central heating;Middle floor;Overall;Standard materials and solutions;
686112;1 bedroom with open-plan kitchen;Excellent;48 m²;CZK 25,000;CZK 3,500;CZK 50,000;Prague;Vinohrady;Rybalkova;Personal;Brick building;G;Furnished;2;No;No;Yes;No;No;Yes;No;;01. 03. 2022;;;;;
562145;Studio;New build;75 m²;CZK 15,900;CZK 1,500;CZK 30,000;Trnitá;Jihomoravský Region;Brno;Personal;Brick building;B;Partially furnished;3;No;Yes;No;No;No;No;No;Yes;01. 11. 2021;;;;;
686071;Studio;Excellent;23 m²;CZK 8,500;CZK 1,500;CZK 8,500;Brno;Líšeň;Jedovnická;Personal;Prefab concrete building;G;Furnished;3;Yes;No;No;No;Yes;Yes;No;;01. 11. 2021;District heating;;;;
629719;3 bedroom;Excellent;93 m²;CZK 32,000;CZK 2,000;CZK 32,000;Prague;Smíchov;Hořejší Nábřeží;Personal;Brick building;G;Furnished;1;No;No;No;No;No;Yes;No;;01. 01. 2022;Gas boiler;Middle floor;;Standard materials and solutions;10 to 30 years years
686311;1 bedroom with open-plan kitchen;Excellent;50 m²;CZK 20,000;CZK 2,000;CZK 20,000;Prague;Karlín;Kubova;Personal;Brick building;G;Furnished;5;No;No;No;No;No;Yes;No;;01. 01. 2022;;;;;
21147;2 bedroom;Excellent;60 m²;CZK 12,500;CZK 4,666;CZK 17,000;Brno;Žabovřesky;Luční;Personal;Prefab concrete building;C;Partially furnished;10;Yes;No;Yes;Yes;Yes;No;No;;01. 12. 2021;District heating;Middle floor;Overall;Standard materials and solutions;30 to 50 years years
623300;1 bedroom;Excellent;36 m²;CZK 7,450;CZK 1,950;CZK 15,000;Plzeň;Plzeňský Region;Brojova;Personal;Brick building;C;Furnished;3;No;No;Yes;No;No;No;No;;09. 09. 2021;Central heating;;Overall;;
686296;3 bedroom;Excellent;60 m²;CZK 10,000;CZK 5,000;CZK 20,000;Náchod;Královéhradecký Region;Havlíčkova;Personal;Prefab concrete building;G;Partially furnished;3;Yes;No;No;No;Yes;Yes;No;;04. 10. 2021;;;;;
117930;Studio;Excellent;34 m²;CZK 9,000;CZK 2,500;CZK 20,000;Prague;Kbely;Herlíkovická;Personal;Brick building;;Partially furnished;3;No;No;Yes;No;Yes;Yes;No;;01. 12. 2021;District heating;Top floor;;;
686268;1 bedroom;Excellent;36 m²;CZK 8,000;CZK 3,000;CZK 15,000;Sezemice nad Loučnou;Pardubický Region;Smetanova;Personal;Brick building;G;Unfurnished;2;Yes;No;No;No;No;No;No;;01. 11. 2021;Gas boiler;Raised ground floor;;;
672886;Studio;New build;38 m²;CZK 13,900;CZK 1,400;CZK 25,000;Prague;Michle;U Michelského mlýna;Personal;Other;C;Furnished;1;No;No;No;No;No;Yes;No;Yes;26. 07. 2021;;Middle floor;;Premium materials and solutions;1 to 10 years years
351154;1 bedroom;;43 m²;CZK 7,900;CZK 3,000;CZK 15,000;Moravská Ostrava;Moravskoslezský Region;Zahradní;Personal;Brick building;;Partially furnished;3;No;No;No;No;No;No;No;;18. 10. 2021;Gas boiler;Middle floor;Interior;;
652459;1 bedroom with open-plan kitchen;Excellent;56 m²;CZK 14,000;CZK 500;CZK 28,000;Středočeský Region;;Říčany u Prahy;Personal;Brick building;G;Partially furnished;3;No;No;No;No;Yes;No;No;;25. 02. 2021;Gas boiler;Top floor;Overall;;
201125;2 bedroom with open-plan kitchen;Excellent;65 m²;CZK 12,000;CZK 3,500;CZK 12,000;Ořech;Středočeský Region;Karlštejnská;Personal;Brick building;C;Partially furnished;1;No;No;No;No;No;No;No;;10. 11. 2021;;Middle floor;Overall;;
644990;4 bedroom;Good;78 m²;CZK 8,725;CZK 2,275;CZK 10,500;Jirkov;Ústecký Region;Generála Svobody;Personal;Prefab concrete building;E;Unfurnished;2;Yes;No;No;No;No;Yes;No;;04. 01. 2021;;;;;
686402;2 bedroom with open-plan kitchen;Excellent;56 m²;CZK 15,000;CZK 3,300;CZK 30,000;Prague;Uhříněves;V Bytovkách;Personal;Brick building;G;Partially furnished;1;No;No;Yes;No;Yes;No;No;;01. 12. 2021;Gas boiler;Middle floor;;;1 to 10 years years
423118;1 bedroom with open-plan kitchen;New build;72 m²;CZK 13,500;CZK 2,500;;Liberec;Vratislavice nad Nisou;Seniorů;Personal;Prefab concrete building;B;Partially furnished;2;Yes;No;No;No;No;No;No;Yes;dle domluvy;Gas boiler;Middle floor;;;1 to 10 years years
641048;3 bedroom;Excellent;88 m²;CZK 16,000;CZK 3,000;CZK 30,000;Pardubice;Pardubický Region;Železničního Pluku;Personal;Brick building;G;Unfurnished;2;No;No;Yes;Yes;Yes;Yes;Yes;;15. 10. 2021;;;;;;20 m²
686327;1 bedroom with open-plan kitchen;Excellent;40 m²;CZK 21,000;CZK 2,000;CZK 21,000;Prague;Vinohrady;Máchova;Personal;Brick building;G;Furnished;1;No;No;No;No;No;Yes;No;;01. 01. 2022;;;;;
653954;Small studio;New build;50 m²;CZK 11,000;CZK 2,400;CZK 15,000;Prague;Slivenec;Návětrná;Personal;Brick building;C;Partially furnished;1;No;No;No;No;Yes;No;No;;10. 10. 2021;Central heating;Raised ground floor;;Standard materials and solutions;1 to 10 years years
686326;1 bedroom with open-plan kitchen;Excellent;37 m²;CZK 20,000;CZK 2,000;CZK 20,000;Prague;Vinohrady;Máchova;Personal;Brick building;G;Furnished;5;No;No;No;No;No;Yes;No;;01. 01. 2022;;;;;
686320;2 bedroom;Good;60 m²;CZK 22,000;CZK 2,000;CZK 22,000;Prague;Karlín;Kubova;Personal;Brick building;G;Furnished;5;No;No;No;No;No;Yes;No;;01. 01. 2022;;;;;
686324;1 bedroom with open-plan kitchen;Excellent;73 m²;CZK 24,000;CZK 2,000;CZK 24,000;Prague;Smíchov;Zborovská;Personal;Brick building;G;Furnished;6;No;No;No;No;No;Yes;No;;01. 01. 2022;;;;;
226261;3 bedroom;Excellent;70 m²;CZK 16,000;CZK 5,000;CZK 21,000;Prague;Vysočany;Odlehlá;Personal;Prefab concrete building;C;Furnished;4;No;No;Yes;Yes;No;Yes;No;;;Central heating;Middle floor;;;
607440;1 bedroom with open-plan kitchen;Excellent;49 m²;CZK 13,000;CZK 4,500;CZK 20,000;Prague;Uhříněves;Saturnova;Personal;Brick building;F;Unfurnished;2;Yes;No;No;No;No;Yes;Yes;;01. 11. 2021;Central heating;;;Standard materials and solutions;10 to 30 years years
686573;2 bedroom with open-plan kitchen;Excellent;70 m²;CZK 12,500;CZK 3,800;CZK 25,000;Karlovy Vary;Karlovarský Region;Dr. Engla;Personal;Brick building;G;Furnished;1;No;No;No;No;No;Yes;No;;01. 01. 2022;Central heating;Middle floor;;;
683255;3 bedroom;Excellent;101 m²;CZK 30,000;CZK 3,500;CZK 30,000;Prague;Staré Město;Elišky Krásnohorské;Personal;Brick building;G;Partially furnished;1;No;No;No;Yes;No;No;No;;01. 11. 2021;Gas boiler;Middle floor;Overall;;
686544;3 bedroom;Excellent;68 m²;CZK 8,500;CZK 2,700;CZK 15,000;Golčův Jeníkov;Vysočina Region;V Zahradách;Personal;Brick building;G;Unfurnished;2;Yes;No;Yes;No;No;No;No;;10. 10. 2021;;;;;
687226;Studio;Excellent;20 m²;CZK 11,500;CZK 3,200;CZK 30,000;Prague;Karlín;Pernerova;Personal;Brick building;G;Furnished;2;No;No;No;No;No;Yes;No;;15. 10. 2021;;;;;
686465;1 bedroom with open-plan kitchen;Excellent;60 m²;CZK 16,000;CZK 3,500;CZK 16,000;Prague;Kbely;Vágnerova;Personal;Brick building;C;Furnished;3;Yes;No;Yes;No;No;Yes;No;;01. 11. 2021;District heating;Middle floor;Interior;Standard materials and solutions;1 to 10 years years
686460;Studio;Excellent;34 m²;CZK 8,000;CZK 2,200;CZK 20,000;Mělník;Středočeský Region;Pražská;Personal;Brick building;G;Partially furnished;1;No;Yes;No;No;Yes;No;No;;25. 10. 2021;;;;;
686468;1 bedroom;;41 m²;CZK 12,000;CZK 2,900;CZK 5,000;Středočeský Region;;Velké Popovice;Personal;Brick building;A;Furnished;1;Yes;No;No;No;Yes;No;No;Yes;15. 12. 2021;Geothermal heat pump;;;Premium materials and solutions;
201125;2 bedroom with open-plan kitchen;Excellent;65 m²;CZK 12,000;CZK 3,500;CZK 12,000;Ořech;Středočeský Region;Karlštejnská;Personal;Brick building;C;Partially furnished;1;No;No;No;No;No;No;No;;10. 11. 2021;;Middle floor;Overall;;
162834;Studio;Excellent;38 m²;CZK 10,500;CZK 3,500;CZK 14,000;Prague;Záběhlice;Na Slatince;Personal;Other;;Partially furnished;1;Yes;No;No;No;No;No;No;;01. 11. 2021;;Middle floor;;;
687750;2 bedroom;New build;120 m²;CZK 15,000;CZK 4,500;CZK 39,000;Nehvizdy;Středočeský Region;Pražská;Personal;Low-energy building;A;Furnished;1;No;No;No;No;Yes;No;No;;01. 11. 2021;;;;;
685445;2 bedroom with open-plan kitchen;New build;65 m²;CZK 23,500;CZK 2,000;CZK 30,000;Prague;Libeň;Kotlaska;Personal;Brick building;G;Partially furnished;5;No;No;No;No;No;Yes;No;;01. 10. 2021;;;;;
686676;1 bedroom;New build;40 m²;CZK 12,500;CZK 2,500;CZK 25,000;Brno;Starý Lískovec;U Leskavy;Personal;Brick building;B;Furnished;3;Yes;No;No;No;No;No;No;;10. 10. 2021;;;;;
615679;1 bedroom with open-plan kitchen;Excellent;68 m²;CZK 18,500;CZK 3,000;CZK 45,000;Brno;Ponava;Štefánikova;Personal;Brick building;B;;4;Yes;Yes;No;No;No;Yes;Yes;;01. 01. 1970;;;;;
686646;Studio;New build;44 m²;CZK 11,000;CZK 3,000;CZK 33,000;Prague;Kbely;Blériotova;Other;Brick building;G;Furnished;3;No;Yes;No;No;Yes;Yes;No;;18. 10. 2021;District heating;Middle floor;;Standard materials and solutions;1 to 10 years years
686621;2 bedroom with open-plan kitchen;New build;150 m²;CZK 26,000;CZK 6,000;CZK 50,000;Prague;Štěrboholy;Laudonova;Personal;Brick building;C;Furnished;4;No;Yes;No;No;No;Yes;Yes;;01. 11. 2021;;;;;
593925;2 bedroom;Excellent;50 m²;CZK 16,000;CZK 4,000;CZK 20,000;Prague;Smíchov;Na Václavce;Personal;Brick building;G;Partially furnished;1;No;No;Yes;No;No;No;No;;01. 11. 2021;Gas boiler;Middle floor;Interior;;1 to 10 years years;50 m²
625779;2 bedroom;Excellent;76 m²;CZK 19,800;CZK 700;CZK 45,600;Prague;Nové Město;Myslíkova;Personal;Brick building;G;;4;No;No;No;No;No;Yes;No;;11. 09. 2020;;;;;
686597;1 bedroom with open-plan kitchen;New build;53 m²;CZK 19,000;CZK 4,000;CZK 19,000;Středočeský Region;;Mladá Boleslav;Cooperative;Brick building;G;Partially furnished;3;Yes;No;Yes;No;No;Yes;No;Yes;01. 01. 1970;;;;;
153344;Studio;Excellent;45 m²;CZK 11,000;CZK 3,000;CZK 14,000;Prague;Čimice;Křivenická;Personal;Brick building;;Partially furnished;1;No;No;Yes;No;No;No;No;;;Central heating;;;Standard materials and solutions;10 to 30 years years
581839;1 bedroom with open-plan kitchen;New build;62 m²;CZK 16,400;CZK 3,500;CZK 45,000;Prague;Libeň;Březenská;Personal;Low-energy building;B;Furnished;2;No;No;No;No;No;Yes;Yes;Yes;15. 10. 2021;District heating;Middle floor;;Premium materials and solutions;1 to 10 years years
686829;3 bedroom;Excellent;90 m²;CZK 8,000;CZK 6,000;CZK 42,000;Zlínský Region;;Halenkovice;Personal;Brick building;A;Partially furnished;1;No;No;Yes;No;Yes;No;No;;01. 11. 2021;;;;;
288533;2 bedroom with open-plan kitchen;;90 m²;CZK 25,000;CZK 2,500;CZK 30,000;Prague;Vršovice;Košická;Personal;Brick building;;Partially furnished;5;Yes;Yes;No;No;No;Yes;Yes;;01. 01. 2022;;Top floor;;;
667632;2 bedroom;New build;68 m²;CZK 10,600;CZK 2,800;CZK 20,000;Frenštát pod Radhoštěm;Moravskoslezský Region;Záhuní;Personal;Brick building;C;Partially furnished;1;No;Yes;No;No;No;No;No;Yes;03. 01. 2022;Gas boiler;Ground floor;Overall;Standard materials and solutions;1 to 10 years years;5 m²
686806;1 bedroom with open-plan kitchen;Excellent;50 m²;CZK 13,500;CZK 2,500;CZK 15,000;Prague;Střížkov;Šluknovská;Personal;Prefab concrete building;C;Partially furnished;6;No;No;No;Yes;No;No;No;;01. 11. 2021;;;;;
612412;1 bedroom with open-plan kitchen;Excellent;61 m²;CZK 10,400;CZK 600;CZK 20,000;Plzeň;Plzeňský Region;Politických Vězňů;Personal;Brick building;G;;5;No;No;No;No;No;No;No;;01. 12. 2021;Gas boiler;Attic;Overall;;
686794;Studio;New build;28 m²;CZK 9,000;CZK 2,000;CZK 15,000;Prague;Dejvice;Nad Šárkou;Personal;Brick building;B;Furnished;3;No;No;No;No;No;No;No;;11. 10. 2021;;;;;
604541;2 bedroom with open-plan kitchen;Excellent;89 m²;CZK 33,000;CZK 3,000;CZK 66,000;Prague;Vyšehrad;Neklanova;Cooperative;Brick building;B;;2;No;No;No;No;No;Yes;No;;02. 01. 2022;;;;;
685874;1 bedroom with open-plan kitchen;Excellent;42 m²;CZK 14,000;CZK 2,600;;Brno;Černá Pole;Schodová;Personal;Brick building;G;Furnished;4;No;No;No;No;No;No;No;;15. 11. 2021;;;;;
686410;2 bedroom;Excellent;59 m²;CZK 10,799;CZK 500;CZK 15,000;Kadaň;Ústecký Region;Komenského;Personal;Brick building;G;Unfurnished;3;No;No;Yes;No;No;No;No;;11. 10. 2021;;;;;
686139;3 bedroom;Excellent;75 m²;CZK 16,700;CZK 5,300;CZK 25,000;Prague;Bohnice;Bukolská;Personal;Prefab concrete building;A;Furnished;3;No;No;No;Yes;Yes;Yes;No;;01. 11. 2021;;;;;
686414;3 bedroom;Excellent;56 m²;CZK 10,000;;CZK 10,000;Karviná;Ráj;Božkova;Personal;Prefab concrete building;G;Partially furnished;3;No;No;Yes;No;Yes;Yes;No;;01. 11. 2021;;;;;
573817;Small studio;;25 m²;CZK 8,500;CZK 2,000;CZK 11,000;Vinoř;;Prague;Personal;Brick building;A;Unfurnished;1;No;No;No;No;No;No;No;Yes;07. 10. 2021;;;;;
577474;1 bedroom with open-plan kitchen;New build;58 m²;CZK 22,000;CZK 4,000;CZK 56,000;Prague;Michle;Vokáčova;Personal;Brick building;B;Furnished;6;No;Yes;No;No;No;Yes;Yes;;01. 10. 2021;District heating;Top floor;;Premium materials and solutions;1 to 10 years years
686934;1 bedroom;Good;32 m²;CZK 8,000;CZK 1,000;CZK 10,000;Uherské Hradiště;Zlínský Region;Štěpnická;Personal;Prefab concrete building;G;Unfurnished;5;No;No;No;No;No;No;No;;01. 11. 2021;;;;;
620296;1 bedroom with open-plan kitchen;Excellent;66 m²;CZK 13,000;CZK 3,550;CZK 20,000;Prague;Uhříněves;Přátelství;Other;Brick building;G;;1;No;No;No;No;No;No;No;;01. 11. 2021;Gas boiler;;;;
494990;3 bedroom;Excellent;100 m²;CZK 16,900;;CZK 35,000;Slezská Ostrava;Moravskoslezský Region;Na Josefské;Personal;Low-energy building;B;Partially furnished;1;No;No;Yes;No;Yes;No;No;;01. 01. 2022;Gas boiler;Middle floor;Overall;Standard materials and solutions;1 to 10 years years
686903;1 bedroom;Good;36 m²;CZK 11,000;CZK 3,000;CZK 14,000;Prague;Holešovice;Tusarova;Personal;Brick building;D;Partially furnished;7;No;Yes;No;No;No;Yes;No;;01. 02. 2022;Central heating;Top floor;;Standard materials and solutions;1 to 10 years years
523222;Studio;New build;31 m²;CZK 10,000;CZK 2,500;CZK 10,000;Středočeský Region;;Svémyslice;Personal;Brick building;A;Partially furnished;1;No;No;No;No;Yes;Yes;No;;01. 12. 2021;;Middle floor;;;
518328;1 bedroom with open-plan kitchen;Excellent;50 m²;CZK 16,000;CZK 3,000;CZK 32,000;Prague;Vinohrady;Náměstí Jiřího z Lobkovic;Personal;Brick building;;Partially furnished;1;No;No;No;No;No;No;No;;Ihned;Gas boiler;Raised ground floor;Overall;Standard materials and solutions;
631956;3 bedroom;Excellent;66 m²;CZK 16,000;CZK 3,000;CZK 16,000;Prague;Hlubočepy;Lamačova;Personal;Prefab concrete building;D;Furnished;6;No;No;Yes;Yes;No;Yes;No;;26. 10. 2020;District heating;Middle floor;Interior;Standard materials and solutions;
578071;1 bedroom with open-plan kitchen;New build;51 m²;CZK 15,000;CZK 2,500;CZK 15,000;Dolní Jirčany;Středočeský Region;Psáry;Personal;Brick building;A;Partially furnished;1;No;No;No;No;No;No;No;Yes;01. 01. 2022;;;;Premium materials and solutions;
657536;Studio;New build;39 m²;CZK 12,000;CZK 3,000;CZK 15,000;Prague;Libeň;Kurta Konráda;Personal;Other;B;Partially furnished;7;Yes;Yes;Yes;Yes;No;Yes;No;;12. 10. 2021;;;;;
584725;Studio;Excellent;25 m²;CZK 8,800;CZK 2,500;CZK 22,600;Prague;Strašnice;Kounická;Personal;Brick building;A;Unfurnished;1;No;No;No;No;No;No;No;;30. 10. 2021;;;Overall;;
632949;1 bedroom with open-plan kitchen;New build;66 m²;CZK 18,000;CZK 2,500;CZK 36,000;Prague;Letňany;Kadečkové;Personal;Brick building;B;Partially furnished;3;Yes;No;No;No;No;No;No;Yes;01. 12. 2021;;;;;1 to 10 years years
687693;1 bedroom;Excellent;37 m²;CZK 11,500;CZK 2,500;CZK 23,000;Prague;Krč;Štúrova;Personal;Prefab concrete building;G;Partially furnished;17;No;No;No;No;No;Yes;No;;01. 11. 2021;;Top floor;;Standard materials and solutions;1 to 10 years years
686852;1 bedroom;Excellent;34 m²;CZK 5,000;CZK 3,000;CZK 10,000;Heřmanův Městec;Pardubický Region;U Bažantnice;Personal;Prefab concrete building;C;Unfurnished;3;No;No;Yes;No;No;No;No;;01. 11. 2021;;;;;
672559;2 bedroom;New build;61 m²;CZK 20,900;CZK 3,800;;Michle;;Prague;Personal;Brick building;G;Partially furnished;1;No;Yes;Yes;No;Yes;Yes;No;Yes;16. 08. 2021;Central heating;Ground floor;;;;45 m²
687608;2 bedroom;Excellent;56 m²;CZK 13,500;CZK 4,500;CZK 13,500;Prague;Malešice;Skřivanská;Personal;Prefab concrete building;G;Partially furnished;4;No;No;Yes;No;No;Yes;No;;01. 01. 1970;District heating;Middle floor;Overall;Standard materials and solutions;
688001;2 bedroom;Excellent;82 m²;CZK 12,000;CZK 1,000;CZK 25,000;Velké Opatovice;Jihomoravský Region;Pod Strážnicí;Personal;Brick building;G;Partially furnished;1;No;No;Yes;No;Yes;No;Yes;;12. 10. 2021;;;;;
688460;2 bedroom with open-plan kitchen;Excellent;90 m²;CZK 22,000;CZK 4,000;CZK 22,000;Prague;Břevnov;Fastrova;Personal;Brick building;G;Unfurnished;2;Yes;No;Yes;No;No;Yes;Yes;;01. 12. 2021;;;;;
687986;2 bedroom with open-plan kitchen;Excellent;90 m²;CZK 23,000;CZK 5,000;CZK 29,000;Prague;Prosek;Valečovská;Personal;Brick building;G;Partially furnished;2;No;No;Yes;Yes;Yes;Yes;Yes;;18. 10. 2021;;;;;
647117;Studio;Good;30 m²;CZK 4,900;CZK 2,000;CZK 6,900;Moravská Ostrava;Moravskoslezský Region;30. dubna;Personal;Prefab concrete building;G;Furnished;16;No;No;Yes;Yes;No;Yes;No;;13. 10. 2021;District heating;;;;
687957;1 bedroom;Excellent;44 m²;CZK 9,000;CZK 3,500;CZK 18,000;Odolena Voda;Středočeský Region;Revoluční;Personal;Brick building;G;Partially furnished;3;No;No;No;No;No;No;No;;12. 10. 2021;District heating;Attic;;;10 to 30 years years
687616;Studio;New build;38 m²;CZK 14,000;CZK 2,500;;Prague;Žižkov;Olgy Havlové;Personal;Low-energy building;A;Furnished;4;Yes;No;No;No;No;Yes;No;;01. 12. 2021;;;;;
685050;3 bedroom;Excellent;92 m²;CZK 27,000;CZK 13,500;CZK 120,000;Ostrava;Muglinov;Olešní;Personal;Brick building;G;Furnished;2;No;No;Yes;No;Yes;No;No;;22. 09. 2021;Gas boiler;;Interior;;
685045;Studio;Excellent;23 m²;CZK 10,000;CZK 1,500;CZK 30,000;Havířov;Bludovice;Elišky Krásnohorské;Personal;Prefab concrete building;G;Furnished;1;No;No;Yes;No;Yes;No;No;;22. 09. 2021;District heating;Raised ground floor;;;
630592;2 bedroom;Excellent;72 m²;CZK 18,000;;CZK 36,000;Český Krumlov;Jihočeský Region;Latrán;Personal;Brick building;G;Furnished;1;No;No;No;No;No;No;No;;01. 11. 2021;;Middle floor;;;
216916;Studio;;35 m²;CZK 11,000;CZK 2,500;CZK 20,000;Prague;Žižkov;Roháčova;Personal;Brick building;;Furnished;1;No;No;No;No;No;No;No;;;District heating;Middle floor;Overall;Standard materials and solutions;1 to 10 years years
688277;3 bedroom;Good;74 m²;CZK 15,000;CZK 4,000;CZK 38,000;Mladá Boleslav;Středočeský Region;Havlíčkova;Personal;Prefab concrete building;G;Furnished;5;No;No;Yes;Yes;No;No;No;;01. 11. 2021;;;;;
688256;1 bedroom with open-plan kitchen;New build;48 m²;CZK 18,000;CZK 500;CZK 18,000;Prague;Smíchov;Matoušova;Personal;Brick building;A;;1;No;No;No;No;No;No;No;;01. 11. 2021;;;;;
412052;Studio;;45 m²;CZK 7,500;CZK 500;CZK 15,000;Klatovy;Plzeňský Region;Plánická;Personal;Brick building;C;Partially furnished;2;No;No;Yes;Yes;No;No;No;;;Gas boiler;;;;1 to 10 years years
587801;1 bedroom with open-plan kitchen;Excellent;44 m²;CZK 15,500;CZK 2,500;CZK 20,000;Prague;Kobylisy;Neratovická;Personal;Brick building;G;Furnished;1;No;Yes;Yes;No;No;No;No;;01. 01. 2022;Central heating;Raised ground floor;Interior;Standard materials and solutions;1 to 10 years years;16 m²
120824;1 bedroom with open-plan kitchen;;74 m²;CZK 20,000;CZK 4,500;;Prague;Karlín;Urxova;Personal;Brick building;;Furnished;4;No;No;No;No;No;No;No;;;Gas boiler;Attic;;;
386364;1 bedroom with open-plan kitchen;;57 m²;CZK 16,000;CZK 3,500;;Prague;Břevnov;Bělohorská;Personal;Brick building;;Furnished;3;No;No;No;No;No;No;No;;;;;;;
141816;2 bedroom;Good;69 m²;CZK 14,000;CZK 900;CZK 13,999;Prague;Vysočany;Prokopka;Personal;Brick building;;Partially furnished;1;No;No;No;No;No;Yes;No;;01. 11. 2021;Gas boiler;Middle floor;Interior;Standard materials and solutions;
558127;2 bedroom;;52 m²;CZK 12,000;CZK 3,500;CZK 28,000;Prague;Břevnov;Patočkova;Cooperative;Brick building;;Partially furnished;3;No;No;No;No;No;No;No;;29. 04. 2019;;Middle floor;;;
688132;3 bedroom with open-plan kitchen;Excellent;122 m²;CZK 40,000;CZK 10,000;CZK 150,000;Prague;Staré Město;U Prašné brány;Personal;Brick building;G;Unfurnished;5;No;No;No;No;No;Yes;No;;14. 10. 2021;;Top floor;Overall;Premium materials and solutions;
653387;2 bedroom with open-plan kitchen;Excellent;71 m²;CZK 9,900;CZK 2,000;CZK 19,800;Náchod;Královéhradecký Region;Prokopa Velikého;Personal;Brick building;C;Partially furnished;1;No;Yes;Yes;No;No;No;No;;22. 03. 2021;;;;;
589445;2 bedroom with open-plan kitchen;Excellent;82 m²;CZK 25,000;CZK 750;;Prague;Nové Město;Vyšehradská;Personal;Brick building;C;Furnished;2;Yes;Yes;No;No;No;Yes;No;;13. 10. 2021;Gas boiler;Raised ground floor;Overall;Standard materials and solutions;1 to 10 years years
648933;1 bedroom;Good;40 m²;CZK 15,000;CZK 3,800;CZK 15,000;Prague;Velká Chuchle;K Sádkám;Personal;Prefab concrete building;D;Furnished;;Yes;Yes;Yes;No;Yes;No;No;;28. 09. 2021;;Ground floor;;;
688385;1 bedroom;Good;33 m²;CZK 12,000;CZK 3,800;CZK 15,800;Prague;Velká Chuchle;K Sádkám;Personal;Prefab concrete building;D;Unfurnished;;Yes;Yes;Yes;No;Yes;No;No;;15. 10. 2021;;;;;
688369;Studio;New build;29 m²;CZK 12,000;CZK 2,500;CZK 22,000;Prague;Střížkov;Zakšínská;Personal;Other;B;Furnished;5;Yes;No;No;No;Yes;Yes;Yes;;16. 10. 2021;;;;;
617754;Small studio;Excellent;20 m²;CZK 8,000;CZK 1,000;;Prague;Žižkov;Štítného;Personal;Brick building;C;;5;No;No;No;No;No;No;No;;18. 07. 2020;;;;;
688339;2 bedroom with open-plan kitchen;New build;71 m²;CZK 12,000;CZK 3,500;CZK 31,000;Vysočina Region;;Křoví;Personal;Brick building;G;Partially furnished;1;No;No;No;No;Yes;No;No;;15. 10. 2021;;;;;
686913;3 bedroom;Excellent;115 m²;CZK 22,000;CZK 420;CZK 44,000;Prague;Smíchov;Ostrovského;Personal;Brick building;G;Partially furnished;1;No;No;Yes;No;No;No;No;;11. 10. 2021;;;;;
